time,price
1407209267.35,579.219
1407209276.97,579.219
1407209286.99,579.219
1407209297.2,578.1
1407209307.3,577.777
1407209317.31,577.777
1407209326.99,577.777
1407209336.98,577.777
1407209347.03,577.777
1407209357.0,577.777
1407209367.09,577.777
1407209377.17,577.777
1407209387.12,578.418
1407209397.11,578.418
1407209407.13,578.418
1407209417.21,578.418
1407209427.12,578.418
1407209437.12,578.418
1407209447.1,578.418
1407209457.1,577.71
1407209467.12,577.71
1407209477.12,577.71
1407209487.2,577.71
1407209497.12,577.71
1407209507.15,577.71
1407209517.15,577.71
1407209527.12,577.71
1407209537.13,577.71
1407209547.27,577.71
1407209557.3,577.71
1407209567.28,577.71
1407209577.23,577.71
1407209587.23,577.71
1407209597.35,577.71
1407209607.26,577.71
1407209617.24,577.71
1407209627.25,577.71
1407209637.29,577.71
1407209647.3,577.71
1407209657.29,577.71
1407209667.25,578.186
1407209677.3,578.186
1407209687.33,578.186
1407209697.28,578.186
1407209707.27,578.186
1407209717.3,578.186
1407209727.39,578.186
1407209737.4,578.186
1407209747.8,578.737
1407209758.02,578.737
1407209767.77,578.737
1407209777.89,578.737
1407209787.68,578.737
1407209797.41,578.737
1407209807.44,578.737
1407209817.42,578.737
1407209827.4,578.737
1407209837.4,578.737
1407209847.44,578.737
1407209857.47,578.737
1407209867.4,578.737
1407209877.43,578.737
1407209887.18,578.737
1407209897.6,578.737
1407209907.55,578.737
1407209917.51,578.737
1407209927.53,578.737
1407209937.56,578.737
1407209947.56,578.737
1407209957.57,578.737
1407209967.66,578.737
1407209977.87,578.737
1407209987.59,578.737
1407209997.55,578.246
1407210007.57,577.71
1407210017.54,577.71
1407210027.56,577.996
1407210037.55,577.996
1407210047.55,577.996
1407210057.72,577.996
1407210067.59,577.996
1407210077.6,577.996
1407210087.66,577.996
1407210097.62,577.996
1407210107.61,577.996
1407210117.77,578.245
1407210127.74,578.067
1407210137.69,577.71
1407210147.62,577.71
1407210157.68,577.71
1407210167.75,577.71
1407210177.62,577.71
1407210187.66,577.71
1407210197.68,577.71
1407210207.86,577.71
1407210218.34,577.71
1407210227.69,577.71
1407210237.88,577.71
1407210247.7,578.243
1407210257.68,578.243
1407210267.8,578.243
1407210277.88,578.243
1407210287.85,578.243
1407210297.76,578.243
1407210307.76,577.71
1407210317.8,577.71
1407210327.76,577.71
1407210337.74,577.71
1407210347.78,577.71
1407210357.81,577.3
1407210367.82,577.3
1407210377.8,577.3
1407210387.85,577.3
1407210397.96,577.3
1407210407.96,577.3
1407210417.78,578.245
1407210427.76,578.245
1407210437.8,578.245
1407210447.83,578.246
1407210457.92,578.246
1407210467.84,577.998
1407210477.91,577.998
1407210487.83,577.998
1407210497.64,578.246
1407210507.86,578.246
1407210517.87,577.301
1407210527.88,577.301
1407210537.89,577.301
1407210547.92,577.301
1407210557.89,577.301
1407210567.92,577.301
1407210578.05,577.301
1407210587.95,577.301
1407210598.28,577.301
1407210608.47,577.301
1407210617.93,577.301
1407210627.96,577.301
1407210638.0,577.301
1407210648.0,577.301
1407210657.99,577.301
1407210668.01,577.301
1407210678.17,577.301
1407210687.96,577.301
1407210697.97,577.301
1407210707.98,577.301
1407210718.05,577.301
1407210727.99,577.301
1407210737.98,577.301
1407210748.01,577.301
1407210758.02,577.301
1407210767.98,577.301
1407210778.04,577.301
1407210787.98,577.301
1407210798.03,577.301
1407210808.12,577.301
1407210818.19,577.301
1407210828.16,577.301
1407210838.17,577.301
1407210848.25,577.301
1407210858.15,577.301
1407210868.18,577.301
1407210878.15,577.301
1407210888.17,577.301
1407210898.66,577.231
1407210908.17,577.231
1407210918.17,577.695
1407210928.17,577.695
1407210938.2,577.695
1407210948.59,577.695
1407210958.22,577.695
1407210968.16,577.695
1407210978.21,577.695
1407210988.33,577.695
1407210998.3,577.695
1407211008.32,577.269
1407211018.28,577.269
1407211028.38,577.269
1407211038.43,577.269
1407211048.31,577.269
1407211058.31,577.269
1407211068.63,579.22
1407211078.3,579.22
1407211088.53,577.909
1407211098.35,577.909
1407211108.47,577.909
1407211118.38,577.909
1407211128.38,577.231
1407211138.42,577.231
1407211148.4,577.231
1407211158.54,577.231
1407211168.6,577.231
1407211178.48,577.231
1407211188.64,577.231
1407211198.5,577.231
1407211208.48,577.231
1407211218.23,577.231
1407211228.48,577.231
1407211238.57,577.231
1407211248.51,577.231
1407211258.5,577.231
1407211268.54,577.232
1407211278.48,577.232
1407211288.62,577.232
1407211298.5,577.232
1407211308.69,577.233
1407211318.52,577.233
1407211328.54,577.233
1407211338.57,577.233
1407211348.74,577.233
1407211358.72,577.233
1407211368.69,577.233
1407211378.91,577.233
1407211388.73,577.233
1407211398.73,577.233
1407211408.79,577.233
1407211418.75,577.233
1407211428.88,577.233
1407211438.78,577.233
1407211448.96,577.233
1407211458.75,577.233
1407211468.78,577.233
1407211478.78,577.233
1407211488.71,578.825
1407211498.9,578.825
1407211508.96,578.91
1407211518.82,578.91
1407211528.9,577.233
1407211539.08,577.233
1407211548.96,577.233
1407211558.86,577.233
1407211568.93,577.233
1407211578.98,578.921
1407211588.97,578.921
1407211599.07,578.921
1407211609.09,578.921
1407211618.91,578.921
1407211629.08,578.921
1407211639.14,578.921
1407211648.93,577.233
1407211658.91,577.233
1407211668.9,577.233
1407211678.93,577.233
1407211688.86,577.233
1407211699.01,577.233
1407211709.06,577.233
1407211719.03,577.233
1407211729.3,577.233
1407211739.02,577.233
1407211749.09,577.233
1407211760.58,577.233
1407211769.71,577.233
1407211780.85,577.233
1407211789.02,577.233
1407211798.99,577.233
1407211809.05,577.233
1407211819.03,577.233
1407211829.05,577.233
1407211839.16,577.233
1407211849.09,577.233
1407211859.09,577.233
1407211869.76,577.233
1407211879.2,577.233
1407211889.62,578.979
1407211899.3,577.233
1407211909.34,577.233
1407211919.62,577.233
1407211930.37,577.233
1407211940.94,577.233
1407211951.37,577.232
1407211963.27,577.232
1407211974.15,577.232
1407211979.16,577.232
1407211990.87,577.232
1407211999.17,577.232
1407212009.47,577.232
1407212020.91,577.233
1407212029.19,577.233
1407212040.33,577.232
1407212049.17,577.232
1407212059.2,577.233
1407212069.27,577.233
1407212079.28,577.233
1407212089.33,577.233
1407212099.31,577.233
1407212109.38,577.233
1407212119.27,577.235
1407212129.25,577.235
1407212139.33,577.235
1407212149.47,577.232
1407212159.28,577.232
1407212169.31,577.232
1407212179.41,577.232
1407212189.27,577.232
1407212199.4,577.232
1407212209.3,577.232
1407212219.26,577.232
1407212229.43,577.232
1407212239.36,577.232
1407212249.38,577.232
1407212259.43,577.232
1407212269.68,577.232
1407212279.39,577.232
1407212289.42,577.232
1407212299.37,577.232
1407212309.4,577.924
1407212319.48,577.924
1407212329.38,577.924
1407212339.4,577.924
1407212349.38,577.924
1407212359.43,577.924
1407212369.51,577.924
1407212379.88,577.924
1407212389.41,577.694
1407212399.42,577.694
1407212409.39,577.694
1407212419.48,577.694
1407212429.57,577.233
1407212439.58,577.233
1407212449.57,577.232
1407212459.56,577.232
1407212469.61,577.232
1407212479.61,577.233
1407212489.39,577.233
1407212499.56,577.232
1407212509.65,577.233
1407212519.59,577.233
1407212529.63,577.233
1407212539.69,577.233
1407212549.61,577.648
1407212559.58,577.648
1407212569.58,577.648
1407212579.59,577.648
1407212589.59,577.648
1407212599.6,577.648
1407212609.84,577.648
1407212619.76,577.648
1407212629.74,577.648
1407212639.77,577.648
1407212649.8,577.648
1407212659.82,577.648
1407212669.78,577.51
1407212679.78,577.51
1407212689.81,577.51
1407212699.86,577.51
1407212709.79,577.51
1407212719.72,577.51
1407212729.85,577.51
1407212739.74,577.51
1407212749.74,577.234
1407212759.78,577.234
1407212769.85,577.234
1407212779.88,577.648
1407212789.88,577.648
1407212799.85,577.648
1407212809.92,577.648
1407212820.32,577.648
1407212829.94,577.648
1407212839.85,577.234
1407212849.86,577.234
1407212860.16,577.648
1407212871.22,577.234
1407212879.91,577.234
1407212889.99,577.648
1407212899.87,577.648
1407212910.43,577.648
1407212919.89,577.648
1407212929.93,577.645
1407212939.84,577.648
1407212950.19,577.648
1407212959.93,577.648
1407212970.04,577.648
1407212980.14,577.648
1407212990.05,577.648
1407213000.07,577.648
1407213010.13,577.648
1407213019.98,577.648
1407213030.08,577.648
1407213040.0,579.219
1407213050.07,579.219
1407213060.12,577.231
1407213070.04,577.231
1407213080.07,577.231
1407213090.16,577.231
1407213100.06,577.231
1407213110.01,577.231
1407213120.05,577.231
1407213130.2,577.231
1407213140.1,577.231
1407213150.07,577.231
1407213160.29,577.25
1407213170.32,577.25
1407213180.3,577.25
1407213190.36,577.25
1407213200.29,577.25
1407213210.36,577.25
1407213220.32,577.25
1407213230.31,577.25
1407213240.28,577.25
1407213250.32,577.25
1407213260.34,577.25
1407213270.31,577.25
1407213280.33,577.25
1407213290.83,577.25
1407213300.27,577.25
1407213310.37,577.25
1407213320.47,577.25
1407213330.58,577.25
1407213340.42,577.25
1407213350.43,577.25
1407213360.98,577.25
1407213370.52,577.25
1407213380.45,577.25
1407213390.41,577.25
1407213400.41,577.25
1407213410.47,579.22
1407213420.39,579.22
1407213430.44,579.22
1407213440.49,579.22
1407213450.43,578.696
1407213460.41,578.696
1407213470.41,578.696
1407213480.44,578.696
1407213490.57,578.696
1407213500.43,578.696
1407213510.53,581.503
1407213520.55,581.503
1407213530.54,581.503
1407213540.59,581.503
1407213550.59,581.503
1407213560.53,581.503
1407213570.55,581.503
1407213580.58,580.201
1407213590.6,580.201
1407213600.55,580.201
1407213610.82,580.201
1407213620.56,578.874
1407213630.59,578.874
1407213640.56,578.874
1407213650.9,578.874
1407213660.61,578.874
1407213670.55,578.874
1407213680.65,578.874
1407213690.71,578.874
1407213700.63,578.874
1407213710.67,578.874
1407213720.63,578.7
1407213730.68,578.7
1407213740.79,578.7
1407213750.7,578.7
1407213760.64,578.7
1407213770.77,579.22
1407213780.66,579.22
1407213790.74,579.22
1407213800.67,579.22
1407213810.7,579.22
1407213820.66,579.22
1407213830.77,579.22
1407213840.72,579.22
1407213850.69,579.22
1407213860.73,579.22
1407213870.75,579.22
1407213880.79,579.22
1407213890.84,579.22
1407213900.8,577.231
1407213910.77,577.231
1407213920.6,577.231
1407213930.93,579.22
1407213940.88,579.22
1407213950.8,579.22
1407213960.84,579.22
1407213970.96,579.22
1407213980.82,579.22
1407213990.77,579.22
1407214000.77,579.22
1407214010.89,579.22
1407214020.9,579.22
1407214030.85,579.999
1407214040.99,579.999
1407214050.9,579.999
1407214060.88,579.999
1407214070.93,579.999
1407214080.92,577.41
1407214090.88,577.41
1407214100.92,577.41
1407214111.02,577.41
1407214120.9,577.41
1407214130.87,577.41
1407214140.91,577.41
1407214151.01,577.41
1407214160.91,577.41
1407214170.93,577.41
1407214180.9,577.41
1407214190.94,577.41
1407214200.89,577.41
1407214210.92,577.41
1407214220.71,577.41
1407214231.02,577.41
1407214241.01,577.41
1407214251.06,577.41
1407214261.07,577.41
1407214271.12,577.41
1407214281.06,577.41
1407214291.07,577.231
1407214301.16,577.231
1407214311.03,577.231
1407214321.05,577.231
1407214331.02,577.231
1407214341.07,577.231
1407214351.31,577.231
1407214361.33,577.231
1407214371.02,579.21
1407214381.03,579.21
1407214391.04,579.21
1407214401.09,579.21
1407214411.24,579.21
1407214421.33,579.21
1407214431.28,579.21
1407214441.27,579.22
1407214451.15,579.21
1407214461.18,579.21
1407214471.63,579.21
1407214481.21,579.21
1407214491.19,579.21
1407214501.44,579.21
1407214510.94,579.21
1407214521.26,579.21
1407214531.24,579.21
1407214541.01,579.21
1407214551.4,579.21
1407214561.16,579.21
1407214571.64,579.21
1407214581.26,579.21
1407214591.83,579.21
1407214601.29,579.21
1407214611.14,579.21
1407214621.87,579.21
1407214631.88,579.21
1407214641.37,579.21
1407214651.5,579.21
1407214661.61,579.21
1407214671.35,579.21
1407214681.75,579.21
1407214691.33,579.21
1407214701.34,579.21
1407214711.32,579.21
1407214721.48,579.21
1407214732.87,579.21
1407214741.43,579.21
1407214751.57,579.21
1407214761.34,579.21
1407214771.51,579.21
1407214781.55,579.21
1407214791.49,577.231
1407214801.46,577.231
1407214811.53,577.231
1407214821.53,577.231
1407214831.48,577.231
1407214841.6,577.231
1407214851.49,577.231
1407214861.53,577.231
1407214871.53,577.231
1407214881.46,577.999
1407214891.84,577.231
1407214901.52,577.999
1407214911.48,577.999
1407214921.51,577.999
1407214931.49,579.219
1407214941.64,579.219
1407214951.57,579.218
1407214961.69,579.218
1407214971.57,579.218
1407214981.64,579.218
1407214991.58,579.218
1407215001.6,579.218
1407215011.59,579.218
1407215021.57,579.218
1407215031.59,579.218
1407215041.59,579.218
1407215051.63,579.218
1407215061.74,579.218
1407215071.6,579.218
1407215081.58,579.218
1407215091.64,579.218
1407215101.68,579.218
1407215111.61,579.218
1407215122.06,579.218
1407215131.76,579.218
1407215142.08,579.218
1407215151.78,577.29
1407215161.78,577.29
1407215171.82,577.29
1407215181.78,577.29
1407215191.58,577.29
1407215201.76,577.29
1407215211.76,577.29
1407215221.79,577.29
1407215231.78,579.21
1407215241.77,579.21
1407215251.77,579.21
1407215261.77,579.21
1407215271.59,579.21
1407215281.86,579.21
1407215291.78,579.21
1407215301.78,579.21
1407215311.69,579.21
1407215321.92,579.21
1407215331.9,579.21
1407215341.91,579.21
1407215351.9,579.21
1407215361.89,579.21
1407215371.95,579.21
1407215381.9,579.21
1407215391.63,579.21
1407215401.88,579.216
1407215412.01,579.216
1407215421.91,579.216
1407215431.88,579.216
1407215441.96,579.216
1407215451.87,579.216
1407215461.89,579.216
1407215471.96,579.22
1407215481.91,579.216
1407215491.99,579.216
1407215501.99,579.216
1407215512.02,579.216
1407215521.99,579.22
1407215532.04,577.231
1407215541.83,577.231
1407215552.0,577.231
1407215562.04,577.231
1407215572.04,577.231
1407215581.99,577.231
1407215592.0,577.231
1407215602.0,577.231
1407215612.01,577.231
1407215622.02,577.231
1407215632.03,577.231
1407215642.04,577.231
1407215652.02,579.997
1407215662.25,579.999
1407215672.21,579.999
1407215682.19,579.999
1407215692.26,579.999
1407215702.29,579.999
1407215712.19,579.999
1407215722.48,579.999
1407215732.27,576.68
1407215742.39,576.68
1407215752.2,576.68
1407215762.27,576.68
1407215772.26,576.68
1407215782.24,576.68
1407215792.22,576.68
1407215802.22,576.68
1407215812.32,576.68
1407215822.42,576.68
1407215832.42,579.221
1407215842.27,579.221
1407215852.61,579.321
1407215862.39,579.321
1407215872.38,579.321
1407215882.41,579.321
1407215892.15,579.654
1407215902.45,579.654
1407215912.51,579.654
1407215922.41,579.654
1407215932.41,579.654
1407215942.39,579.654
1407215952.43,579.654
1407215962.43,579.654
1407215972.43,579.654
1407215982.39,578.672
1407215992.49,578.672
1407216002.54,578.672
1407216012.42,578.672
1407216022.51,578.672
1407216032.61,578.672
1407216042.58,578.672
1407216052.56,578.672
1407216062.58,578.444
1407216072.79,578.444
1407216082.55,578.444
1407216092.57,578.444
1407216102.55,578.444
1407216112.54,578.444
1407216122.58,578.444
1407216132.53,578.444
1407216142.59,577.672
1407216152.64,577.672
1407216162.65,577.672
1407216172.57,577.672
1407216182.55,577.672
1407216193.06,577.672
1407216202.69,577.672
1407216212.65,577.672
1407216222.95,577.672
1407216232.71,577.672
1407216242.66,577.672
1407216252.7,578.444
1407216262.72,578.444
1407216272.68,578.444
1407216282.69,578.444
1407216292.69,578.444
1407216302.68,580
1407216312.69,580
1407216322.69,580
1407216332.71,580
1407216342.48,578.444
1407216352.88,580
1407216362.67,580
1407216372.77,578.444
1407216382.74,578.444
1407216392.79,578.444
1407216402.9,578.444
1407216412.8,578.444
1407216422.79,578.444
1407216432.81,578.444
1407216443.07,578.444
1407216452.83,578.444
1407216462.79,578.444
1407216472.89,578.444
1407216482.94,578.444
1407216492.83,578.444
1407216502.84,578.444
1407216512.83,578.444
1407216522.86,578.444
1407216532.88,578.444
1407216543.12,578.444
1407216553.05,578.444
1407216563.19,579.654
1407216572.87,579.654
1407216582.95,579.654
1407216593.05,579.654
1407216603.13,579.654
1407216613.06,579.654
1407216623.06,579.654
1407216632.94,579.654
1407216643.19,579.654
1407216653.07,579.654
1407216663.08,579.654
1407216673.09,579.654
1407216682.96,579.654
1407216693.04,579.654
1407216702.92,579.654
1407216713.31,578.963
1407216723.05,578.963
1407216733.02,578.963
1407216743.47,578.963
1407216753.26,580
1407216763.29,580
1407216773.09,580
1407216783.25,580
1407216793.31,578.448
1407216803.1,578.448
1407216813.24,578.448
1407216823.6,580
1407216833.14,580
1407216843.13,580
1407216853.15,580
1407216863.12,580
1407216873.18,580
1407216883.12,580
1407216893.2,578.449
1407216903.15,578.449
1407216913.13,578.449
1407216923.29,578.449
1407216933.3,578.449
1407216943.33,578.449
1407216953.3,578.449
1407216963.26,578.449
1407216973.33,578.449
1407216983.3,578.449
1407216993.28,578.449
1407217003.26,578.449
1407217013.51,578.449
1407217023.34,578.449
1407217033.64,578.449
1407217043.35,578.449
1407217053.82,578.449
1407217063.45,580
1407217073.27,580
1407217083.37,578.451
1407217093.27,578.451
1407217103.26,580
1407217113.38,580
1407217123.4,580
1407217133.38,580
1407217143.45,580
1407217153.16,580
1407217163.53,580
1407217173.44,580
1407217183.83,580
1407217193.62,580
1407217203.78,580
1407217213.51,580
1407217223.48,580
1407217233.55,579
1407217243.85,579
1407217253.59,580
1407217263.82,580
1407217273.22,580
1407217283.84,580
1407217293.75,580
1407217303.54,580
1407217313.81,580
1407217323.59,580
1407217333.59,580
1407217344.03,580
1407217353.51,580
1407217363.52,579
1407217373.99,579
1407217383.9,579
1407217393.54,579
1407217403.77,580
1407217414.06,580
1407217424.18,580
1407217433.53,580
1407217443.51,580
1407217453.64,580
1407217463.83,580
1407217473.76,580
1407217483.86,580
1407217493.87,580
1407217503.73,580
1407217513.79,580
1407217523.86,580
1407217533.91,578.451
1407217543.89,578.451
1407217553.96,578.451
1407217563.96,578.451
1407217573.81,578.451
1407217583.82,578.451
1407217593.97,578.451
1407217603.85,578.451
1407217613.73,578.451
1407217623.79,578.451
1407217633.8,578.451
1407217643.72,578.451
1407217654.34,578.451
1407217663.83,578.451
1407217674.04,578.451
1407217683.98,578.451
1407217693.89,578.451
1407217704.34,578.451
1407217713.99,578.451
1407217723.86,578.451
1407217734.62,578.451
1407217743.88,578.451
1407217754.16,578.451
1407217763.9,578.451
1407217774.07,578.451
1407217783.94,578.451
1407217793.96,581
1407217803.88,581
1407217815.0,581
1407217823.91,581
1407217834.08,581
1407217844.54,581
1407217854.27,581
1407217864.24,581
1407217874.08,579.029
1407217884.02,579.029
1407217894.74,579.029
1407217904.17,579.029
1407217914.26,579.029
1407217924.01,579.029
1407217934.16,579.029
1407217944.15,581.22
1407217954.08,581.22
1407217964.05,581.22
1407217974.09,581.22
1407217984.19,581.22
1407217994.1,581.22
1407218004.02,581.22
1407218014.28,579.029
1407218024.3,579.029
1407218034.22,579
1407218044.33,579
1407218054.34,579
1407218064.45,579.001
1407218074.31,579.001
1407218084.34,579.001
1407218095.04,579.001
1407218104.31,579.001
1407218114.29,579.001
1407218124.23,579.001
1407218134.26,579.001
1407218144.39,579.001
1407218154.26,579.001
1407218164.29,579.001
1407218174.4,579.001
1407218184.79,579.001
1407218194.48,579.001
1407218204.4,579.001
1407218214.5,579.001
1407218224.54,579.001
1407218234.42,579.001
1407218244.84,579.001
1407218254.43,579.001
1407218264.59,579.001
1407218274.35,579.001
1407218284.45,580.9
1407218294.41,580.9
1407218304.38,580.9
1407218314.44,580.9
1407218324.43,580.9
1407218335.16,580.9
1407218344.48,580.9
1407218354.51,580.9
1407218364.78,580.9
1407218374.84,580.9
1407218384.89,580.9
1407218394.76,580.9
1407218404.85,580.9
1407218415.0,580.9
1407218424.85,580.9
1407218434.86,580.9
1407218444.8,580.9
1407218455.11,580.9
1407218464.83,579.011
1407218475.09,579.011
1407218484.76,579.011
1407218494.86,579.011
1407218504.9,579.011
1407218514.87,579.011
1407218524.8,579.011
1407218534.86,579.011
1407218544.82,579.011
1407218555.13,579.011
1407218564.94,579.011
1407218574.93,579.011
1407218585.0,579.011
1407218594.99,579.011
1407218604.91,579.011
1407218614.91,579.98
1407218624.92,580.464
1407218634.9,579.002
1407218644.99,580.9
1407218654.9,580.9
1407218664.9,580.9
1407218674.95,580.9
1407218684.92,580.9
1407218694.98,580.9
1407218704.93,580.9
1407218714.93,580.9
1407218724.92,580.9
1407218735.05,580.9
1407218745.15,580.9
1407218755.09,579.002
1407218765.07,579.002
1407218775.06,579.001
1407218785.06,579.001
1407218795.08,579.001
1407218805.0,579.001
1407218815.05,579.001
1407218825.18,579.001
1407218835.07,579.001
1407218845.1,579.001
1407218855.1,579.001
1407218865.51,579.001
1407218875.12,579.001
1407218885.08,579.001
1407218895.14,579.002
1407218905.11,579.002
1407218915.16,580.9
1407218925.21,580.9
1407218935.28,580.9
1407218945.63,580.9
1407218955.27,580.9
1407218965.29,580.9
1407218975.17,580.9
1407218985.2,580.9
1407218995.22,581
1407219005.21,581
1407219016.03,581
1407219025.23,579.001
1407219035.23,580.5
1407219045.34,580.5
1407219055.63,581.27
1407219065.42,581.27
1407219075.24,581.27
1407219085.35,581.27
1407219095.34,581.27
1407219105.38,580.721
1407219115.36,580.721
1407219125.43,580.721
1407219135.48,580.721
1407219145.42,581.27
1407219155.44,580.77
1407219165.38,580.77
1407219175.61,580.77
1407219185.4,580.77
1407219195.44,580.77
1407219205.34,580.77
1407219215.42,580.77
1407219225.4,580.77
1407219235.35,580.77
1407219245.85,580.77
1407219255.4,580.77
1407219265.33,580.77
1407219275.56,580.772
1407219285.49,580.772
1407219295.57,580.772
1407219305.52,580.772
1407219315.46,579.01
1407219325.41,579.01
1407219335.57,580.781
1407219345.6,580.78
1407219355.67,580.78
1407219365.55,580.78
1407219375.58,580.78
1407219385.62,580.78
1407219395.51,580.78
1407219405.6,580.78
1407219416.07,580.78
1407219425.53,580.78
1407219435.68,580.78
1407219445.66,580.78
1407219455.63,580.78
1407219465.89,581.4
1407219475.62,581.4
1407219485.82,581.4
1407219495.67,581.4
1407219505.79,581.4
1407219515.79,581.4
1407219525.69,581.4
1407219535.78,581.4
1407219545.61,579
1407219555.82,579
1407219565.82,579
1407219575.67,579
1407219585.76,579.84
1407219595.76,579
1407219605.67,579
1407219616.05,578.444
1407219625.81,578.001
1407219635.76,577.678
1407219645.76,577.672
1407219656.04,577.002
1407219665.78,577.001
1407219675.86,577.443
1407219685.86,577.443
1407219695.76,578.15
1407219705.9,578.15
1407219715.89,578.15
1407219725.93,576.66
1407219736.02,576.66
1407219745.8,576.66
1407219755.79,578.782
1407219765.82,578.782
1407219775.75,578
1407219785.7,578
1407219795.76,576.592
1407219805.83,576.592
1407219815.94,576.592
1407219825.97,576.592
1407219835.95,576.452
1407219845.98,576.452
1407219856.13,576.452
1407219865.94,576.452
1407219875.98,576.452
1407219886.04,576.452
1407219895.98,576.452
1407219905.84,576.452
1407219915.92,576.452
1407219926.24,576.452
1407219936.29,576.452
1407219945.9,576.452
1407219955.87,576
1407219966.33,577.98
1407219975.94,577.98
1407219986.02,577.98
1407219996.78,577.98
1407220006.49,577.98
1407220016.16,577.977
1407220026.0,577.977
1407220036.08,577.977
1407220045.99,577.977
1407220056.57,577.977
1407220066.15,577.977
1407220077.55,577.97
1407220086.16,577.97
1407220096.26,577.97
1407220106.22,577.97
1407220116.09,577.97
1407220125.89,577.97
1407220136.12,577.97
1407220146.18,577.97
1407220156.13,577.97
1407220166.32,577.97
1407220176.24,577.97
1407220186.37,577.97
1407220196.28,577.97
1407220206.27,577.97
1407220216.35,577.97
1407220226.38,577.97
1407220236.54,577.97
1407220246.41,576
1407220256.29,576.002
1407220266.3,576.002
1407220276.39,576.002
1407220286.4,576.005
1407220296.26,577.969
1407220306.3,577.969
1407220316.68,577.969
1407220326.56,576
1407220336.25,576
1407220346.34,577.97
1407220356.63,577.97
1407220366.49,577.97
1407220376.64,577.97
1407220386.53,577.97
1407220396.4,577.97
1407220406.47,577.97
1407220416.44,577.97
1407220426.58,577.97
1407220436.41,577.97
1407220446.39,577.97
1407220456.42,577.97
1407220466.56,576.178
1407220476.48,577.969
1407220486.42,577.969
1407220496.57,577.969
1407220506.39,576.002
1407220516.43,576.002
1407220526.47,576.002
1407220536.61,577.961
1407220546.61,577.961
1407220556.64,576.001
1407220566.48,576.001
1407220576.56,576.001
1407220586.56,576.001
1407220596.57,576.001
1407220606.54,576
1407220616.98,576
1407220626.78,576
1407220636.7,576
1407220647.03,576
1407220656.56,576
1407220666.61,576
1407220676.55,576
1407220686.65,576
1407220696.55,576.001
1407220706.79,576.001
1407220716.78,576.001
1407220726.72,576
1407220736.89,576
1407220746.69,576
1407220756.74,576
1407220767.22,576.001
1407220776.83,576.001
1407220786.81,576
1407220796.78,576
1407220807.25,576
1407220817.12,576
1407220826.76,576
1407220836.92,577
1407220846.77,576.5
1407220856.65,576.999
1407220866.73,576.999
1407220876.79,576.999
1407220886.76,576.999
1407220897.25,576.999
1407220906.88,577
1407220916.86,576
1407220926.81,576
1407220936.89,576
1407220947.27,576
1407220960.21,575.956
1407220967.14,575.928
1407220976.92,576
1407220986.77,576
1407220996.86,575.956
1407221006.85,575.956
